injury_notes,injury_body_part,sport,injury_status,player_id,rotoworld_id,search_full_name,years_exp,fantasy_positions,search_rank,number,practice_participation,team,last_name,weight,birth_state,status,pandascore_id,depth_chart_order,position,stats_id,rotowire_id,first_name,college,high_school,search_last_name,gsis_id,sportradar_id,birth_city,fantasy_data_id,swish_id,birth_date,news_updated,metadata,search_first_name,hashtag,active,depth_chart_position,espn_id,yahoo_id,birth_country,full_name,practice_description,age,height,injury_start_date
,,nfl,,2581,,jahwanedwards,0,['RB'],9999999,40,,,Edwards,220,,Inactive,,,RB,591565,10199,Jahwan,Ball State,,edwards,,a97cad40-62d3-49ce-9e7f-e3c9662d5681,,17046,,1992-07-27,,,jahwan,#jahwanedwards-NFL-FA-40,False,,2577845,28680,,Jahwan Edwards,,26,"5'9""",
,,nfl,,3709,,adairiusbarnes,6,['DB'],9999999,38,,,Barnes,188,,Inactive,,,CB,693055,11328,Adairius,Louisiana Tech,Port Gibson (MS),barnes,00-0032552,0d50cb7b-d179-41b7-b4bd-acc4c05e2d8a,,18515,,1994-04-30,1524174601281,,adairius,#adairiusbarnes-NFL-FA-38,False,,2971880,29771,,Adairius Barnes,,27,71,
,,nfl,,885,,richardgordon,9,['TE'],9999999,85,,,Gordon,268,,Inactive,,,TE,323386,7561,Richard,Miami,Miami Norland (FL),gordon,,0af0c081-9430-4317-99af-57c7432c24fa,,13059,,1987-06-07,,,richard,#richardgordon-NFL-FA-85,False,,14211,24968,,Richard Gordon,,33,"6'4""",
,,nfl,,5512,,brendanmahon,4,['OL'],9999999,63,,,Mahon,320,,Inactive,,,G,,13235,Brendan,Penn State,Randolph,mahon,00-0034582,a25bf0a9-84a3-49c3-9969-50b046a0fa30,,20104,,1995-01-17,1544112331423,,brendan,#brendanmahon-NFL-FA-63,False,,3057991,31311,,Brendan Mahon,,26,76,
,,nfl,,361,,ziggyhood,13,['DL'],9999999,76,,,Hood,305,,Inactive,,,DE,300647,6067,Ziggy,Missouri,Palo Duro (TX),hood,00-0027008,5f2a0be9-3420-4aa4-a723-8956a58a8a8a,,8507,,1987-02-16,1567217157467,,ziggy,#ziggyhood-NFL-FA-76,False,,12442,9296,,Ziggy Hood,,34,75,
,,nfl,,3533,,terrellchestnut,0,['DB'],9999999,40,,,Chestnut,188,,Inactive,,,CB,,11622,Terrell,West Virginia,,chestnut,,79b62c35-c30c-4c4e-a266-b270a3e97768,,18300,,1991-12-10,,,terrell,#terrellchestnut-NFL-FA-40,False,,,29517,,Terrell Chestnut,,26,"5'11""",
,,nfl,,7356,,tyshunrender,2,['DL'],1985,0,,,Render,256,,Active,,,DE,,15029,Tyshun,Middle Tennessee,Westlake (GA),render,,160934d8-6fac-4a5f-8121-d8bca301d1b4,,22344,866655,1997-03-28,1609435217876,,tyshun,#tyshunrender-NFL-FA-0,True,,3914456,33243,,Tyshun Render,,24,76,
,,nfl,,487,5122,rickyjeanfrancois,13,['DL'],9999999,97,,,Jean-Francois,313,,Inactive,,,DT,303880,7141,Ricky,Louisiana State,Miami Carol City (FL),jeanfrancois,00-0026502,c0e4ed02-82ec-4bde-a1b1-c035dde46402,,9828,,1986-11-23,1547844959601,,ricky,#rickyjeanfrancois-NFL-FA-97,False,,12443,9508,,Ricky Jean-Francois,,35,75,
,,nfl,,5,,dallasclark,11,['TE'],9999999,87,,,Clark,252,,Inactive,,,TE,,,Dallas,Iowa,,clark,,,,244,,1979-06-12,,,dallas,#dallasclark-NFL-FA-87,False,,,,,Dallas Clark,,38,"6'3""",
,,nfl,NA,6576,,toalobendahn,3,['OL'],9999999,60,,,Lobendahn,292,,Inactive,,,C,,,Toa,Southern California,La Habra,lobendahn, 00-0035503,ae34c85c-a174-4f6e-b11a-f3b56e3c230f,,21274,,1996-02-14,,,toa,#toalobendahn-NFL-FA-60,True,,3120360,32526,,Toa Lobendahn,,25,75,
,,nfl,,3803,11964,elijhaapenny,6,['RB'],9999999,39,,,Penny,234,,Active,,,RB,606629,11297,Elijhaa,Idaho,Norwalk (CA),penny,00-0032813,6c6a6099-0169-4c9a-b024-0d8f4a795f38,,18617,606629,1993-08-17,1646932536560,,elijhaa,#elijhaapenny-NFL-FA-39,True,,2575965,29906,,Elijhaa Penny,,28,74,
,,nfl,Questionable,6540,,deandrethompkins,3,['WR'],9999999,6,,GB,Thompkins,188,,Inactive,,,WR,821298,14023,DeAndre,Penn State,Swansboro (NC),thompkins, 00-0035385,8b66001c-c41f-406a-9583-d8b6848ea6d2,,21526,821298,1995-10-01,1629945607116,,deandre,#deandrethompkins-NFL-GB-6,True,,3116182,32409,,DeAndre Thompkins,,26,71,
,,nfl,,422,,evansmith,13,['OL'],9999999,62,,,Smith,308,,Inactive,,,G,,6354,Evan,Idaho State,Salinas (CA),smith,00-0026784,2c80e71d-c173-4c07-aeda-69371e969591,,9042,,1986-07-19,1565628356099,,evan,#evansmith-NFL-FA-62,False,,12972,9538,,Evan Smith,,35,74,
,,nfl,,4759,9386,johnelway,0,,9999999,0,,,Elway,,,Inactive,,,,,,John,,,elway,,,,19680,,,,,john,#johnelway-NFL-FA-0,False,,,,,John Elway,,,,
,,nfl,,1789,,joshandrews,8,['OL'],9999999,68,,NO,Andrews,298,,Active,,3,C,,9799,Josh,Oregon State,Colony (CA),andrews,00-0030706,18fc2ade-5106-491d-9e5f-97926e64459a,,15961,498152,1991-06-21,1638313245717,,josh,#joshandrews-NFL-NO-68,True,LG,16963,27785,,Josh Andrews,,30,74,
,,nfl,,564,5780,dextermccluster,10,['RB'],9999999,33,,,McCluster,170,,Inactive,,,RB,334726,6480,Dexter,Mississippi,Largo (FL),mccluster,,54f4146b-cec8-4fba-a00e-eac7e31ac07c,,11220,,1988-08-25,,,dexter,#dextermccluster-NFL-FA-33,False,,13207,24011,,Dexter McCluster,,32,"5'8""",
,,nfl,,3010,,colemanhart,1,['OL'],9999999,64,,,Manhart,301,,Inactive,,,G,,10864,Cole,Nebraska-Kearney,,manhart,,955378b4-c96a-4ef0-8938-713d6ad3fb9a,,17554,,1992-09-25,,,cole,#colemanhart-NFL-FA-64,False,,3075143,28653,,Cole Manhart,,26,"6'4""",
,,nfl,,7944,,mikestrachan,1,['WR'],359,17,,IND,Strachan,224,,Active,,2,WR,,15570,Mike,Charleston (WV),Liberty Christian (VA),strachan,,f847b563-8a08-46ca-bb57-aee8431a87fd,,,1191979,1997-08-13,1643050849895,,mike,#mikestrachan-NFL-IND-17,True,RWR,,,,Mike Strachan,,24,77,
,,nfl,,2644,,terranceplummer,5,['LB'],9999999,50,,,Plummer,231,,Inactive,,,LB,,10696,Terrance,Central Florida,Orange Park,plummer,,f989c91d-7389-45d6-8883-dcf46f531cff,,17112,,1993-06-20,,,terrance,#terranceplummer-NFL-FA-50,False,,2575025,28863,,Terrance Plummer,,27,"5'11""",
,,nfl,,579,5867,linvaljoseph,12,['DL'],9999999,98,,,Joseph,329,,Active,,,DT,,6681,Linval,East Carolina,Santa Fe (FL),joseph,00-0027885,6c48b2a7-924e-43ec-bcd9-f1cda06b2332,,11302,402468,1988-10-10,1639002030761,,linval,#linvaljoseph-NFL-FA-98,True,,13281,24021,,Linval Joseph,,33,76,
,,nfl,,1005,,danthonysmith,10,['DL'],9999999,70,,,Smith,300,,Inactive,,,DT,,6592,D'Anthony,Louisiana Tech,Pickering (LA),smith,,ae6bc6c0-a1b9-469b-81a8-7a542cb6da04,,13569,,1988-06-09,,,danthony,#danthonysmith-NFL-FA-70,False,,13296,24049,,D'Anthony Smith,,32,"6'2""",
,,nfl,,2593,,antwangoodley,7,['WR'],9999999,14,,,Goodley,220,,Inactive,,,WR,557235,10217,Antwan,Baylor,Midland,goodley,,e6232fb6-d246-41a8-b6d4-844c8c54cd5d,,17060,,1991-09-06,,,antwan,#antwangoodley-NFL-FA-14,True,,2512996,29014,,Antwan Goodley,,30,71,
,,nfl,,6605,,cortrellesimpson,3,['WR'],9999999,14,,,Simpson,193,,Inactive,,,WR,884812,14219,Cortrelle,Richmond,Lackey (MD),simpson, 00-0035479,fbefac60-0572-4e90-a1cc-669528059012,,21393,,1996-08-30,1567827024616,,cortrelle,#cortrellesimpson-NFL-FA-14,True,,3923415,32487,,Cortrelle Simpson,,25,71,
,,nfl,,1915,,robblanchflower,1,['TE'],9999999,87,,,Blanchflower,256,,Inactive,,,TE,518126,9558,Rob,Massachusetts,,blanchflower,,40fff616-dcfc-42a0-a14d-e8e9393d485d,,16145,,1990-06-08,,,rob,#robblanchflower-NFL-FA-87,False,,16855,27758,,Rob Blanchflower,,27,"6'4""",
,,nfl,,7546,,trenixon,1,['WR'],9999999,82,,NE,Nixon,187,,Active,,3,WR,,15525,Tre,UCF,Viera (FL),nixon,,c552a87b-4612-49f2-a6a4-55a5e26787c7,,,945641,1998-01-26,1642457455731,{'source_id': 'cadab9ca-7e6b-49c8-9aee-f2767170880d'},tre,#trenixon-NFL-NE-82,True,RWR,,,,Tre Nixon,,24,72,
,,nfl,,3372,11501,ricogathers,6,['TE'],9999999,0,,,Gathers,281,,Inactive,,,TE,696197,11236,Rico,Baylor,Riverside Academy (LA),gathers,00-0033054,ec2db5f2-ffec-4ece-9ca9-7a860c4880b6,,18133,,1994-01-07,1568131856709,,rico,#ricogathers-NFL-FA-0,False,,2990959,29451,,Rico Gathers,,28,78,
,,nfl,,6442,,johnnyrobinson,3,['DL'],9999999,68,,,Robinson,292,,Active,,,DT,,14097,Johnny,Charleston Southern,Apopka,robinson,,9a580e44-67a3-449c-8986-e6c74ded7548,,21486,,1996-10-24,,,johnny,#johnnyrobinson-NFL-FA-68,True,,3933656,32299,,Johnny Robinson,,25,72,
,,nfl,,5578,,arrionsprings,4,['DB'],1471,33,,,Springs,208,,Active,,,DB,,13066,Arrion,Oregon,Roosevelt (TX),springs,00-0034299,4ec41407-aa4d-4193-af06-b9795cb9aecc,,20431,,1995-09-19,1596583249975,,arrion,#arrionsprings-NFL-FA-33,True,,3122666,31498,,Arrion Springs,,26,70,
,,nfl,,5665,,darrenandrews,4,['WR'],9999999,16,,,Andrews,195,,Inactive,,,WR,744671,13186,Darren,UCLA,Bishop Amat,andrews,,396c3f6d-db27-431e-a3fa-e5a6c12eba7a,,20602,,,1551745816134,,darren,#darrenandrews-NFL-FA-16,False,,3047553,31646,,Darren Andrews,,,70,
,,nfl,,7520,,innisgaines,2,['DB'],9999999,38,,GB,Gaines,202,,Active,,3,DB,,15377,Innis,TCU,West Brook (TX),gaines,,3acd2909-ef8a-4a20-a859-001e6244d57f,,,913390,1998-08-29,,,innis,#innisgaines-NFL-GB-38,True,FS,,,,Innis Gaines,,23,73,
,,nfl,,1564,8953,bennycunningham,9,['RB'],9999999,29,,,Cunningham,218,,Inactive,,,RB,499493,9062,Benny,Middle Tennessee,Goodpasture Christian (TN),cunningham,00-0029795,06787c1d-f02b-4217-9152-c269e826928a,,15207,,1990-07-07,1568736911644,,benny,#bennycunningham-NFL-FA-29,False,,16055,27167,,Benny Cunningham,,31,70,
,,nfl,,8136,,rachaadwhite,0,['RB'],133,29,,TB,White,214,,Active,,,RB,,15802,Rachaad,Arizona State,Center (MO),white,,4d3f2f57-215c-4cb4-bf75-a7ecdcdded70,,,1229343,1999-04-22,1653671417129,{'source_id': '722fcb33-fbc6-4673-a176-f255b31e42bb'},rachaad,#rachaadwhite-NFL-TB-29,True,,,,,Rachaad White,,23,72,
,,nfl,,3645,,tylermarz,6,['OL'],9999999,75,,,Marz,316,,Inactive,,,G,,11128,Tyler,Wisconsin,Springfield (MN),marz,00-0032867,18ac09ad-486a-4f94-99d0-2099aa85b746,,18436,,1992-09-09,1537039504075,,tyler,#tylermarz-NFL-FA-75,False,,2576443,29947,,Tyler Marz,,29,79,
,,nfl,,278,,kevinkolb,7,['QB'],9999999,4,,,Kolb,218,,Inactive,,,QB,,,Kevin,Houston,,kolb,,,,7034,,1984-08-24,,,kevin,#kevinkolb-NFL-FA-4,False,,,,,Kevin Kolb,,33,"6'3""",
,,nfl,,6361,,raphaelleonard,3,['WR'],9999999,14,,,Leonard,197,,Active,,,WR,1058046,14004,Raphael,Southern Illinois,Starkville,leonard, 00-0035366,f33f7018-0ee3-4264-9df3-a88e5d09f181,,21252,,1997-05-26,1567197955814,,raphael,#raphaelleonard-NFL-FA-14,True,,4250570,32093,,Raphael Leonard,,24,74,
,,nfl,,7655,,asantesamuel,1,['DB'],466,26,,LAC,Samuel,180,,Active,,1,CB,,15218,Asante,Florida State,St. Thomas Aquinas (FL),samuel,,02b08a8b-a3bd-44d1-8930-e6f51b029a22,,,1126037,1999-10-03,1640403958912,,asante,#asantesamuel-NFL-LAC-26,True,NB,,,,Asante Samuel,,22,70,
,,nfl,,314,3599,halotingata,16,['DL'],9999999,0,,,Ngata,340,,Injured Reserve,,,DT,213981,4743,Haloti,Oregon,Highland (UT),ngata,00-0024227,6de52f0c-2a65-42a3-81a0-9c772a588c08,,7680,,1984-01-21,1552938309001,,haloti,#halotingata-NFL-FA-0,False,,9598,7761,,Haloti Ngata,,37,76,
,,nfl,,8535,,davidanenih,0,['DL'],9999999,54,,TEN,Anenih,245,,Active,,,DE,,16176,David,Houston,Mansfield Timberview (TX),anenih,,8486be40-c95c-11ec-b1d2-d334745b4f4f,,,1056376,,,{'name': 'David Anenih '},david,#davidanenih-NFL-TEN-54,True,,,,,David Anenih,,,74,
,,nfl,,6228,,adariuspickett,3,['DB'],9999999,35,,,Pickett,198,,Active,,,SS,,13767,Adarius,UCLA,El Cerrito (CA),pickett, 00-0035060,7fb0ab39-da56-4f98-bf9a-90661a82dffe,,21150,,1996-09-05,,,adarius,#adariuspickett-NFL-FA-35,True,,3117414,32260,,Adarius Pickett,,25,71,
,,nfl,,4289,12325,ishmaelzamora,5,['WR'],9999999,8,,,Zamora,226,,Active,,,WR,837972,12237,Ishmael,Baylor,Elsik (TX),zamora,,7e36e26a-5aab-4672-966c-b67ada87e135,,19135,,1995-11-26,,,ishmael,#ishmaelzamora-NFL-FA-8,True,,3128362,30639,,Ishmael Zamora,,26,76,
,,nfl,,7946,,jackstoll,1,['TE'],9999999,89,,PHI,Stoll,247,,Active,,2,TE,,15510,Jack,Nebraska,Regis Jesuit (CO),stoll,,0560d134-d316-4cda-9d48-34d32267af68,,,911985,1998-01-28,1641860461768,,jack,#jackstoll-NFL-PHI-89,True,LTE,,,,Jack Stoll,,24,76,
,,nfl,,462,1744,brettfavre,20,['QB'],9999999,4,,,Favre,222,,Inactive,,,QB,,,Brett,Southern Mississippi,,favre,,,,9528,,1969-10-10,,,brett,#brettfavre-NFL-FA-4,False,,,,,Brett Favre,,48,"6'2""",
,,nfl,,4956,,nickdooley,4,['LS'],9999999,0,,,Dooley,300,,Active,,,LS,,12976,Nick,Texas-El Paso,Scottsdale Christian Academy,dooley,,3a179c49-9e71-4252-96ea-e143f7d5b564,,19820,,1994-05-18,,,nick,#nickdooley-NFL-FA-0,True,,,30968,,Nick Dooley,,27,80,
,,nfl,,828,6609,clintboling,11,['OL'],9999999,0,,,Boling,305,,Injured Reserve,,,G,,7440,Clint,Georgia,Chattahoochee (GA),boling,00-0028039,a877e5f6-37c5-4c7c-9f23-9e3a9f9d0d84,,12838,,1989-05-09,1563319539293,,clint,#clintboling-NFL-FA-0,False,,14178,24888,,Clint Boling,,32,77,
,,nfl,Questionable,1407,8729,christopherhubbard,9,"['OT', 'OL']",9999999,74,,CLE,Hubbard,295,,Active,,2,T,,9575,Christopher,UAB,Carver (GA),hubbard,00-0029963,ffa1d197-25af-43a9-ae61-05ab20a0a5be,,14959,,1991-04-23,1647526858108,,christopher,#christopherhubbard-NFL-CLE-74,True,RT,16076,26909,,Christopher Hubbard,,31,76,
,,nfl,,6060,,seanmurphybunting,3,['DB'],9999999,23,,TB,Murphy-Bunting,195,,Active,,1,CB,,13648,Sean,Central Michigan,Chippewa Valley (MI),murphybunting, 00-0035239,f84bf885-d6ff-4fc8-8b6e-64bb3bceb17d,,21050,885764,1997-06-19,1642963832929,,sean,#seanmurphybunting-NFL-TB-23,True,NB,3932886,31871,,Sean Murphy-Bunting,,24,72,
,,nfl,,4043,9509,bruceallen,0,,9999999,0,,,Allen,,,Inactive,,,,,,Bruce,,,allen,,,,18886,,,,,bruce,#bruceallen-NFL-FA-0,False,,,,,Bruce Allen,,,,
,,nfl,,4306,,taylorreynolds,5,['DB'],9999999,0,,,Reynolds,195,,Active,,,CB,,,Taylor,James Madison,Newark (DE),reynolds,,a0edbda0-7a76-4c56-af14-14d02fd7a02b,,19154,,1994-02-05,,,taylor,#taylorreynolds-NFL-FA-0,True,,2975377,,,Taylor Reynolds,,27,72,
,,nfl,,7658,,kelvinjoseph,1,['DB'],9999999,1,,DAL,Joseph,192,,Active,,1,CB,,15557,Kelvin,Kentucky,Scotlandville Magnet (LA),joseph,,3efde273-cfbe-4485-9ef1-d40ea147f99f,,,1109992,1999-11-11,1637644232331,,kelvin,#kelvinjoseph-NFL-DAL-1,True,LCB,,,,Kelvin Joseph,,22,73,
,,nfl,,1466,8411,traviskelce,9,['TE'],12,87,,KC,Kelce,256,,Active,,1,TE,448240,8783,Travis,Cincinnati,Cleveland Heights (OH),kelce,00-0030506,c3859e06-5f23-4302-a71b-04820a899d5f,,15048,448240,1989-10-05,1643589334633,,travis,#traviskelce-NFL-KC-87,True,LTE,15847,26686,,Travis Kelce,,32,77,
,,nfl,,6697,,floydallen,3,['WR'],9999999,82,,,Allen,199,,Active,,,WR,1068178,14317,Floyd,Mississippi,Nimitz,allen, 00-0035635,648a7562-8b49-4c2f-8a09-0cc5433f5c8c,,21599,,1996-07-16,,,floyd,#floydallen-NFL-FA-82,True,,3920560,32610,,Floyd Allen,,25,70,
,,nfl,,1470,,davidbass,7,['LB'],9999999,47,,,Bass,267,,Inactive,,,LB,694818,8821,David,Missouri Western,University City (MO),bass,00-0030517,67c59603-6e43-4446-9035-6a2ee811ed1b,,15065,,1990-09-11,1535738739919,,david,#davidbass-NFL-FA-47,False,,16025,26856,,David Bass,,30,"6'4""",
,,nfl,,1769,,jeffadams,8,"['RB', 'OL']",9999999,63,,,Adams,305,,Inactive,,,T,,9959,Jeff,Columbia,Lyons Township (IL),adams,,9c304340-08d1-4491-98ef-d0eb359a6371,,15822,,1989-09-06,,,jeff,#jeffadams-NFL-FA-63,False,,15368,26058,,Jeff Adams,,31,"6'7""",
,,nfl,Questionable,7055,,sewoolonilua,2,['RB'],9999999,33,,,Olonilua,240,,Active,,,FB,,14658,Sewo,TCU,Kingwood (TX),olonilua,,fb48038c-8f33-47a5-abb4-cda19f66c853,,21971,913373,1997-11-27,1651691713690,,sewo,#sewoolonilua-NFL-FA-33,True,,4038539,33099,,Sewo Olonilua,,24,75,
,,nfl,,7633,,kwitypaye,1,['DL'],310,51,,IND,Paye,261,,Active,,1,DE,,15264,Kwity,Michigan,Bishop Hendricken (RI),paye,,4c52a12f-6745-468e-86d9-977ffa512c4b,,,1074721,1998-11-19,1637688637223,,kwity,#kwitypaye-NFL-IND-51,True,LDE,,,,Kwity Paye,,23,74,
,,nfl,,4839,,mitchleidner,5,['QB'],9999999,3,,,Leidner,230,,Active,,,QB,,11837,Mitch,Minnesota,Lakeville South,leidner,,39f8efff-67fb-493b-ad9b-315d6e80aa45,,19742,,1994-01-17,,,mitch,#mitchleidner-NFL-FA-3,True,,2970710,30947,,Mitch Leidner,,27,76,
,,nfl,,4878,,brandonzylstra,4,['WR'],9999999,16,,CAR,Zylstra,215,,Active,,2,WR,916610,12533,Brandon,Concordia (MN),New London Spicer (MN),zylstra,00-0034052,3885b40b-c31b-4cd6-a0fd-3d24bede2771,,19779,916610,1993-03-25,1647495340921,,brandon,#brandonzylstra-NFL-CAR-16,True,RWR,4294520,30959,,Brandon Zylstra,,29,74,
,,nfl,Questionable,2643,,deshazoreverett,7,['DB'],9999999,22,,WAS,Everett,203,,Active,,,DB,,10701,Deshazor,Texas A&M,DeRidder (LA),everett,00-0031844,6e91b25a-4bf4-4a53-a328-69d3e7ef86c1,,17111,593588,1992-02-22,1647534905973,,deshazor,#deshazoreverett-NFL-WAS-22,True,,2578692,28785,,Deshazor Everett,,30,72,
,,nfl,,6963,,patricktaylor,2,['RB'],9999999,27,,GB,Taylor,217,,Active,,,RB,,14573,Patrick,Memphis,Atascocita (TX),taylor,,ef87e355-8e0c-40ed-a85d-bca4896d4f1e,,21823,943635,1998-04-29,1643640338814,,patrick,#patricktaylor-NFL-GB-27,True,,4039358,33235,,Patrick Taylor,,24,74,
,,nfl,,7601,,rondalemoore,1,['WR'],140,4,,ARI,Moore,180,,Active,,1,WR,,15514,Rondale,Purdue,Trinity (KY),moore,,975555d0-fe82-4e88-90f4-d690f5000671,,,1130270,2000-06-09,1651804515370,{'source_id': '236ee1fb-155e-4634-b58a-27c0c9022e36'},rondale,#rondalemoore-NFL-ARI-4,True,SWR,,,,Rondale Moore,,21,67,
,,nfl,,3849,,wyntonmcmanis,6,['LB'],9999999,48,,MIA,McManis,225,,Active,,,LB,,11554,Wynton,Memphis,Olive Branch (MS),mcmanis,,b0b9a957-389f-4a08-9a68-177fcb59c50c,,18670,693365,1994-09-20,1632015647825,,wynton,#wyntonmcmanis-NFL-MIA-48,True,,2977884,29976,,Wynton McManis,,27,73,
,,nfl,,8414,,britaincovey,0,['WR'],9999999,41,,PHI,Covey,173,,Active,,,WR,,16337,Britain,Utah,Timpview (UT),covey,,75774350-ce18-11ec-bebb-4fec1e38b0e5,,,882718,,1651520169441,{'source_id': 'b2eae567-1e9a-499b-ad2d-cf6ba7e3dbdc'},britain,#britaincovey-NFL-PHI-41,True,,,,,Britain Covey,,,68,
,,nfl,,2430,10314,javoriusallen,7,['RB'],9999999,37,,,Allen,222,,Active,,,RB,598989,10066,Javorius,Southern California,Lincoln (FL),allen,00-0031577,9173225c-4e88-4c87-ad78-41aa0d00a1be,,16886,,1991-08-27,1578066924398,,javorius,#javoriusallen-NFL-FA-37,True,,2577253,28513,,Javorius Allen,,30,72,
,,nfl,,2019,9411,aaronmurray,6,['QB'],9999999,7,,,Murray,210,,Inactive,,,QB,495748,9321,Aaron,Georgia,Plant (FL),murray,,20729a55-0183-46d8-9cf6-67063f184e36,,16300,,1990-11-10,,,aaron,#aaronmurray-NFL-FA-7,False,,17021,27691,,Aaron Murray,,29,"6'1""",
,,nfl,,6741,,joshsmith,3,['LB'],1772,45,,,Smith,240,,Inactive,,,LB,,14347,Josh,Vanderbilt,Oakland (TN),smith, 00-0035741,39e9762a-327a-457f-9361-65c0e10a0e9b,,21659,,1997-02-25,1598218211618,,josh,#joshsmith-NFL-FA-45,True,,3915778,32648,,Josh Smith,,24,76,
,,nfl,,1561,,stevenmeans,9,['DL'],9999999,55,,,Means,263,,Active,,,LB,,8974,Steven,Buffalo,Grover Cleveland (NY),means,00-0030387,c639a18a-ee1a-46ed-8707-580711fa33db,,15203,466334,1990-09-16,1638658533651,,steven,#stevenmeans-NFL-FA-55,True,,15936,26770,,Steven Means,,31,75,
,,nfl,,3034,,blaineclausell,7,['OL'],9999999,75,,,Clausell,330,,Inactive,,,OT,,10746,Blaine,Mississippi State,Baker (AL),clausell,00-0031764,8bb26f10-90f9-42ce-bca2-1f450515d9d9,,17738,,1992-01-31,1540923902742,,blaine,#blaineclausell-NFL-FA-75,False,,2516314,28948,,Blaine Clausell,,29,78,
,,nfl,,3664,11800,jdmckissic,6,['RB'],156,23,,WAS,McKissic,195,,Active,,2,RB,608353,11312,J.D.,Arkansas State,Central (AL),mckissic,00-0032602,260e8f87-1d08-4c69-8e2b-afa825c1a68a,,18464,608353,1993-08-15,1650216054641,,jd,#jdmckissic-NFL-WAS-23,True,RB,2572861,29650,,J.D. McKissic,,28,70,
,,nfl,,7323,,nathangilliam,2,"['OL', 'OG']",9999999,62,,PIT,Gilliam,310,,Active,,3,G,,15082,Nathan,Wake Forest,Farragut (TN),gilliam,,2154a63e-279e-42bc-b6f9-5a849cc02cfc,,22315,,1997-07-06,,,nathan,#nathangilliam-NFL-PIT-62,True,LG,3919555,32983,,Nathan Gilliam,,24,76,
,,nfl,Questionable,1901,9401,isaiahcrowell,8,['RB'],782,22,,,Crowell,225,,Inactive,,,RB,606971,9535,Isaiah,Alabama State,George Washington Carver (GA),crowell,00-0030656,40cd928f-f228-4ffd-8179-b27a12e14a44,,16127,,1993-01-08,1556919022938,,isaiah,#isaiahcrowell-NFL-FA-22,False,,17133,28014,,Isaiah Crowell,,29,71,
,,nfl,,5873,13972,rileyridley,3,['WR'],402,0,,,Ridley,200,,Active,,,WR,914009,13531,Riley,Georgia,Deerfield Beach (FL),ridley, 00-0035590,9c04ad60-9726-42d3-9836-7d95723f8eb6,,20925,914009,1996-07-21,1630439750326,,riley,#rileyridley-NFL-FA-0,True,,4035015,31958,,Riley Ridley,,25,73,
,,nfl,,7350,,levontataylor,2,['DB'],9999999,30,,,Taylor,182,,Active,,,CB,,14986,Levonta,Florida State,Ocean Lakes (VA),taylor,,16002c84-366a-4668-8dc6-076fa55332c7,,22338,,1997-11-04,,,levonta,#levontataylor-NFL-FA-30,True,,,33262,,Levonta Taylor,,24,70,
,,nfl,,4913,,aiuluafanene,1,['DL'],9999999,62,,GB,Fanene,280,,Active,,,DT,,,Aiulua,Arizona,,fanene,,,,19709,,,,,aiulua,#aiuluafanene-NFL-GB-62,True,,2516897,30919,,Aiulua Fanene,,,"6'4""",
,,nfl,,3330,,fahncooper,6,['OL'],9999999,64,,,Cooper,306,,Active,,,OT,,10979,Fahn,Mississippi,Crystal Lake South (IL),cooper,,16cbc76a-3cdb-496e-95dd-6d0098808800,,18091,,1993-04-30,,,fahn,#fahncooper-NFL-FA-64,True,,2574339,29408,,Fahn Cooper,,28,77,
,,nfl,,5589,,parkercothren,4,['DL'],9999999,61,,,Cothren,304,,Active,,,DT,,12665,Parker,Penn State,Hazel Green,cothren,00-0034321,4ac2531e-8a86-4124-970d-0d6be201a4b4,,20345,,1994-01-23,,,parker,#parkercothren-NFL-FA-61,True,,3057976,31527,,Parker Cothren,,27,76,
,,nfl,,7174,,juwangreen,2,['WR'],9999999,0,,TEN,Green,187,,Active,,,WR,,14976,Juwan,Albany,Martinsburg (WV),green,,9c2185ab-5dcb-485e-950b-e035d9edb692,,22176,1121046,1998-07-01,1654092928502,,juwan,#juwangreen-NFL-TEN-0,True,,4366710,33057,,Juwan Green,,23,72,
,,nfl,,974,,ryanwilliams,2,['RB'],9999999,34,,,Williams,207,,Inactive,,,RB,463734,,Ryan,Virginia Tech,,williams,,68b5fdb2-e0e1-48aa-96a3-18a85c393a09,,13425,,1990-04-09,,,ryan,#ryanwilliams-NFL-FA-34,False,,14051,24825,,Ryan Williams,,27,"5'9""",
,,nfl,,8641,,deshaandixon,0,['LB'],9999999,47,,JAX,Dixon,260,,Active,,,LB,,16345,De'Shaan,Norfolk State,Western Branch (VA),dixon,,9a41c250-cbb6-11ec-88c8-199e5defa0d2,,,1054839,1998-12-16,,,deshaan,#deshaandixon-NFL-JAX-47,True,,,,,De'Shaan Dixon,,23,77,
,,nfl,,678,3824,lorenzoalexander,17,['LB'],9999999,0,,,Alexander,245,,Injured Reserve,,,LB,,7166,Lorenzo,California,St. Mary's College (CA),alexander,00-0023259,38a7122f-5c9d-4b65-99bc-b9822f9d981a,,11940,,1983-05-31,1577723723233,,lorenzo,#lorenzoalexander-NFL-FA-0,True,,9424,7569,,Lorenzo Alexander,,38,73,
,,nfl,,4298,,camkeizur,5,['OL'],9999999,0,,,Keizur,320,,Active,,,C,,,Cam,Portland State,West Linn (OR),keizur,,3cb5ccb6-375a-44b7-b0a5-31e88e438c2c,,19146,,1994-01-17,,,cam,#camkeizur-NFL-FA-0,True,,2967888,30456,,Cam Keizur,,27,76,
